CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
400,Germany,Female,66,2,0.0,2,0,1,40265.7149969164,1
522,Germany,Female,66,0,0.0,2,0,1,142406.59171574932,1
554,France,Male,45,6,0.0,2,1,0,124407.44279556164,0
609,France,Male,24,3,27205.661301032647,1,1,1,151742.48253700705,0
795,France,Female,32,2,0.0,1,0,1,134197.88823962945,0
798,France,Male,58,4,122528.50770327292,2,0,1,52368.745028381156,0
718,France,Male,53,5,0.0,2,1,0,105172.14790903906,1
837,Spain,Male,25,0,0.0,2,1,1,43562.13398968716,0
637,France,Male,27,8,70402.51826508858,2,0,0,58172.20644167723,1
383,Spain,Male,32,5,0.0,1,0,1,197514.35333379326,0
697,Germany,Female,35,2,74815.03650120676,1,1,1,148449.18894073114,0
444,France,Male,63,0,177274.86504216166,1,0,1,158741.59020020292,1
421,Germany,Male,54,8,198856.31106163675,1,0,0,15711.240425150232,1
388,Germany,Male,58,1,0.0,1,0,1,82605.44856406939,1
503,France,Female,62,9,14480.000605753405,1,0,0,115497.2866475522,1
599,France,Female,68,5,51671.27632658807,1,1,0,38438.06386047759,1
511,France,Male,60,5,122090.87678854655,2,1,0,171223.82011073278,1
787,France,Male,61,2,0.0,1,0,1,36524.03986840493,0
467,France,Male,52,5,164182.04067516912,1,1,1,130936.0393009739,0
608,France,Male,19,1,87647.40959094405,4,0,1,115105.56925905068,0
728,France,Female,39,7,126001.22073568462,2,1,0,171369.50887646034,0
655,France,Female,32,0,96567.38990834319,2,1,1,69244.03767932483,0
617,France,Male,54,5,181632.3051076012,2,1,0,63975.90457825443,1
798,France,Male,56,0,0.0,2,0,0,170818.49075639897,1
403,France,Female,53,8,0.0,1,0,0,52067.10976092112,1
585,Spain,Female,22,8,0.0,1,0,0,151747.86536002276,1
738,France,Male,65,5,0.0,2,1,1,46317.712828945834,0
827,Germany,Male,32,5,88657.98467725898,2,1,0,176382.12839380137,1
571,France,Male,44,8,12978.29341042053,1,1,0,169422.07302585043,0
600,Spain,Female,33,4,140955.737173912,1,1,0,159617.97937586062,0
662,France,Female,53,8,167599.53043356814,1,1,0,103379.5431612113,1
750,Spain,Female,55,4,26193.759087596143,2,1,0,16429.45202359625,1
461,Germany,Female,35,3,0.0,1,0,0,35168.38843665328,1
604,France,Male,52,1,40893.0222499403,2,1,1,96754.96948242962,1
652,Spain,Female,42,1,126078.17942162557,3,1,1,18293.0524389328,0
756,Germany,Female,39,0,159264.92650821697,2,0,1,22059.76415762477,0
556,France,Female,48,9,136674.2473362072,3,0,1,33845.72917043077,0
578,Spain,Male,54,2,70431.41339231824,1,1,0,59560.87253645763,1
690,Spain,Female,51,0,36549.21353815292,2,1,0,152371.32999479928,1
747,France,Female,40,5,160910.94774958782,2,0,1,19116.65500442318,0
415,France,Female,33,6,0.0,1,0,1,196891.48511770123,0
424,Spain,Male,23,8,0.0,1,0,0,62027.60891152457,0
784,Germany,Female,32,6,118570.03072635764,1,0,1,70837.57782663067,0
452,Spain,Male,35,3,56868.688944341884,2,1,0,57098.128690084675,1
771,Germany,Male,55,3,0.0,2,0,1,124454.24817767245,1
541,France,Female,30,7,37218.488834247924,2,1,1,13691.059170491944,0
601,Spain,Male,41,3,92612.16132125756,2,1,1,27778.2098836161,0
575,France,Female,30,0,58094.73868609224,1,1,1,28767.713419099848,0
643,France,Male,18,8,141024.30765200546,2,0,0,136261.1608447107,0
655,Germany,Male,65,2,114220.87277791009,2,1,0,72609.13014570845,1
447,Germany,Female,53,0,160287.66665723323,1,0,0,93123.89561974438,1
687,France,Female,66,8,0.0,3,1,0,190494.93714109526,1
635,Spain,Male,35,9,10913.60199343516,2,0,1,48008.146596181236,0
684,France,Male,65,9,0.0,2,0,0,23337.389785721833,1
696,France,Male,50,4,0.0,2,1,0,93870.41362057626,1
784,Spain,Male,55,8,87015.54796880695,2,1,0,41173.91035779452,1
796,France,Female,60,2,127844.67049838284,1,0,0,37484.85821275764,1
831,France,Male,23,5,181937.00553116386,2,1,0,87925.09578124416,0
657,France,Male,34,6,0.0,1,0,1,137233.71961825126,0
598,Spain,Female,21,4,135325.4053155051,1,1,1,56141.86108742211,0
515,France,Male,31,7,0.0,1,0,1,176433.14008907892,0
830,France,Female,47,9,0.0,1,1,0,78865.10992360307,1
821,Germany,Female,63,5,52721.766617178306,2,0,0,187469.16983964966,1
684,France,Female,37,5,166318.55109532035,1,1,1,103555.10287328775,0
379,France,Male,25,6,80860.06916483396,2,0,1,148080.19970188884,0
596,Germany,Female,19,7,22752.14226948089,2,0,0,171313.2032897668,1
455,France,Female,54,1,28401.719997800992,2,0,0,110646.77623761533,1
400,Spain,Female,21,6,0.0,1,1,0,171561.45574517045,0
430,France,Male,27,8,0.0,1,1,1,81816.53946197107,0
482,France,Male,37,0,91214.25103639507,1,0,1,79046.77413353615,0
634,France,Male,52,0,184049.37452390895,1,1,1,160872.04414399998,1
737,France,Male,65,6,165321.09982480365,1,1,1,55841.247694184436,1
487,Germany,Female,27,4,0.0,2,1,1,146237.31331607024,0
533,France,Female,45,0,64498.0441150482,1,0,1,24646.52185209516,0
750,France,Female,32,0,0.0,1,0,1,130768.76211424185,0
679,Germany,Male,53,1,116412.99216918732,1,0,1,188962.84583271525,1
622,Germany,Female,18,9,89405.74277809064,2,1,1,96728.5185171117,1
689,France,Male,39,8,0.0,2,1,1,89033.3527952612,0
821,France,Male,44,2,20108.7983529629,3,1,1,112702.7638730651,0
418,France,Male,46,8,194602.13633988032,2,1,0,146717.55415316348,1
383,France,Female,32,5,21052.07348962339,2,0,1,78178.89873837186,0
611,France,Female,27,9,43977.94655575859,2,1,1,10024.702141451331,0
402,Germany,Male,37,5,138858.09971869903,2,1,1,105396.09494790176,1
799,Spain,Female,39,6,39545.2948284308,2,0,0,89662.85051060948,0
554,France,Male,67,9,30305.286264479913,2,1,0,111213.5817178743,1
475,France,Female,65,7,0.0,1,1,0,145909.3334436468,1
584,France,Male,26,2,0.0,4,1,0,63844.30001319227,0
392,France,Male,68,7,0.0,1,0,0,105999.33860085357,1
589,France,Male,49,5,61512.66149281477,1,1,1,58143.862554382664,1
808,Spain,Female,34,5,104738.19663418112,1,0,1,97275.8609431977,0
720,Germany,Female,59,2,93357.27826890726,2,1,0,75462.43027339008,1
460,Spain,Female,36,5,0.0,1,0,1,80117.84715216489,0
598,Spain,Female,57,7,127047.5057996915,1,0,0,120078.59963026753,1
500,France,Female,44,6,53882.671937413324,2,0,1,141026.08846540214,0
532,Germany,Male,68,9,0.0,2,0,1,12405.114502330493,1
685,France,Female,54,9,176986.87294265328,2,1,1,176561.83550552125,0
444,France,Male,51,6,130448.85451810074,1,0,1,79223.72762473552,0
808,Spain,Female,64,2,21526.02584761193,2,1,1,132285.96133127098,0
723,France,Female,66,9,192599.81348115584,2,0,1,33254.561734181356,0
749,Spain,Female,27,2,141683.01543099768,2,0,1,118576.65531194837,0
357,France,Male,47,4,38823.8819965322,2,0,1,138907.3108076217,0
737,Spain,Female,38,4,0.0,1,1,1,39913.2286974945,0
709,Spain,Male,38,8,79427.39521743028,2,0,0,183309.41271424873,0
737,Germany,Female,51,8,197056.91517430634,1,0,0,153918.61733857146,1
533,Germany,Male,26,9,29622.369584724813,1,0,1,111444.71650879698,1
630,France,Male,51,4,0.0,1,1,1,41552.5468242112,1
544,Spain,Male,67,4,134909.7146662204,2,1,0,174454.76018893553,1
701,Spain,Male,29,5,14207.258381553915,1,0,0,23038.93406232653,1
544,Spain,Female,64,7,0.0,2,0,0,31882.596022210804,1
504,Germany,Female,38,5,160476.73812273107,1,1,0,142653.1051603092,1
442,Germany,Male,37,5,41878.26303056586,2,0,0,58233.56179306708,1
509,Spain,Female,23,8,184570.0985916454,2,0,1,97270.40089258438,0
783,Germany,Male,67,0,0.0,2,1,1,112392.92335033046,1
410,Spain,Female,62,3,0.0,2,0,0,97064.49016008335,1
471,Germany,Female,53,9,89375.08097644041,1,1,0,25939.79474593471,1
400,France,Female,29,9,110743.70094470661,2,0,0,150120.1433394127,0
752,France,Male,58,1,0.0,2,1,0,55598.13947452092,1
626,France,Female,48,8,0.0,2,1,0,150321.01936571157,1
354,France,Male,19,2,0.0,2,0,1,174405.24928127162,0
815,France,Female,33,9,52402.31859150936,2,0,0,111911.02682403801,0
441,Germany,Male,18,1,25398.989272913146,1,0,1,144211.5233357839,1
519,France,Female,21,7,20957.176087290878,1,1,1,17018.179353766453,0
666,France,Male,64,3,68135.1271084349,2,0,0,16982.14224065618,1
371,Germany,Male,69,1,149929.93559735853,1,1,0,47460.83489667091,1
754,Spain,Male,18,3,49067.812605287094,2,1,1,78092.82538495552,0
675,Germany,Female,69,6,0.0,1,0,1,44728.9305937731,1
350,Spain,Male,64,6,181982.56951920353,1,0,1,130642.45121349742,1
482,Germany,Female,52,0,131439.9242041509,2,0,1,62608.64721685964,1
582,France,Male,30,0,184747.25399017552,2,0,1,170692.69482358324,0
361,Germany,Male,67,2,183132.9464606905,1,0,0,116514.72185806044,1
695,Germany,Male,62,1,0.0,1,0,0,81835.11132577826,1
395,France,Female,59,2,0.0,1,0,1,179684.85163207428,1
383,France,Female,48,3,19723.812221638575,3,0,1,167388.98168076738,1
782,Germany,Female,37,6,0.0,1,1,0,165806.6777788429,1
427,France,Female,24,1,0.0,1,1,1,148386.7373111803,0
567,Germany,Female,57,6,111306.02074670438,4,1,0,126700.72394834759,1
650,France,Female,50,4,145520.1718977656,2,0,0,79696.4458474552,1
760,Germany,Female,45,7,0.0,2,1,1,90294.08104194581,1
422,Germany,Male,67,7,0.0,1,1,0,132953.55867657764,1
631,France,Male,61,4,0.0,1,0,0,42845.55319648762,1
598,France,Female,67,9,31258.975167106964,1,1,1,167284.77807459867,1
396,Germany,Female,61,7,159949.76812002694,2,1,0,188347.34187654985,1
470,Spain,Female,37,8,0.0,1,1,0,28617.83516689362,1
563,Spain,Female,49,6,148009.51362785615,1,0,1,14266.579400602439,1
588,France,Female,26,5,0.0,1,0,0,37113.03317251544,1
405,Germany,Male,51,6,0.0,2,0,0,154381.49500172833,1
699,France,Female,31,6,126467.41338813986,2,0,1,30487.046220779775,0
456,France,Female,21,2,0.0,2,1,1,80727.41556790858,0
668,France,Female,46,5,188816.527505618,1,1,0,21993.48702928884,1
397,Germany,Male,32,5,60292.40773918198,2,1,0,92185.86212027392,1
410,France,Male,34,8,0.0,2,1,1,124733.22303999503,0
686,France,Male,36,0,192580.1287376805,1,0,1,129416.82403323367,0
375,Germany,Male,55,6,164589.79775113924,2,1,1,108593.91572944121,1
641,Germany,Female,26,0,177473.0632390463,1,1,0,188240.50308314024,1
606,France,Male,44,9,141561.22760626263,2,0,1,110915.94079813967,0
357,France,Male,66,3,17428.471786944086,2,1,1,173255.22436078842,0
462,France,Male,32,6,0.0,1,1,0,198674.89152744052,1
704,France,Male,54,5,151968.8669625467,1,0,1,53651.62565120288,1
602,Germany,Male,45,5,0.0,3,0,1,60451.729144395016,0
529,France,Female,67,4,0.0,1,0,1,109155.21135299282,1
556,Germany,Male,21,6,160898.12886890283,2,0,0,44651.892692484435,1
652,Spain,Male,38,8,0.0,2,0,1,117183.76300696799,0
476,France,Male,51,5,0.0,1,1,0,140034.0823007959,1
405,Spain,Female,36,9,39398.33427875812,1,1,0,21475.534312581753,0
563,France,Female,54,6,152672.01244880108,1,0,0,139465.0315216605,1
363,France,Female,21,8,0.0,1,0,1,40298.703291942176,0
823,France,Female,54,6,0.0,2,0,1,66870.53542930272,0
377,France,Female,68,5,0.0,2,0,1,150373.86608423427,0
820,France,Female,49,2,0.0,1,0,0,41082.099236551665,1
427,France,Female,62,0,120643.09764363489,1,0,0,111019.77914156842,1
565,Spain,Female,65,9,178146.79923702354,1,0,1,121943.30818079539,0
735,Spain,Male,29,8,50174.22115762815,1,1,1,41227.99590104104,0
714,Germany,Male,58,6,57958.741612740516,2,1,0,62208.47467668731,1
503,France,Female,33,2,131021.54578991445,1,1,0,125228.14512952244,0
363,Germany,Male,31,9,167579.95507747642,2,1,0,97627.7164404135,1
536,Germany,Female,18,8,112476.84231886436,1,0,0,135396.45348556456,1
661,Spain,Male,69,2,11972.498927483775,2,1,0,172396.20739512384,1
720,Spain,Male,49,2,138619.1945493188,1,0,1,35656.4645493194,0
356,Spain,Female,38,6,164580.6622734076,2,1,1,23420.215659021233,0
352,France,Male,21,1,62543.289300235076,2,1,0,136678.04807905282,0
460,Germany,Female,26,9,20297.663487630816,1,1,1,156422.29293368818,0
756,France,Female,68,6,0.0,2,0,0,95368.32783713086,1
587,Spain,Male,63,6,18009.49186668115,2,0,1,84842.79924068807,1
712,France,Female,39,0,89043.18134389643,1,1,0,123386.65285317814,0
588,France,Male,29,9,13385.390449356133,1,0,1,114776.25093062459,0
842,France,Male,47,1,52743.67735250794,1,0,1,103132.43131250546,0
623,Spain,Female,47,4,83876.26585851288,1,1,0,165553.9743651274,1
643,France,Female,49,3,0.0,2,0,1,42965.08740603923,0
576,France,Female,53,2,31689.621757849818,1,0,0,139429.6931945731,1
720,Spain,Female,24,9,167141.7306618689,2,0,0,150854.55049705337,1
364,Spain,Female,34,7,17870.534683905906,2,0,1,181247.38199450323,0
541,France,Male,18,6,0.0,1,1,1,189569.0384904553,0
822,France,Female,31,8,0.0,1,0,0,106494.4693833091,0
468,Spain,Male,64,2,0.0,2,1,1,92391.60307367553,0
834,Spain,Female,61,9,47120.4395575598,1,0,1,105742.62716276874,1
377,Germany,Male,61,0,0.0,2,1,1,149190.05992453182,1
551,Germany,Male,55,8,0.0,1,1,1,13262.560067189148,1
388,France,Male,43,8,0.0,2,0,1,43087.34773595683,0
790,Spain,Male,44,0,0.0,1,1,1,182456.6010268985,0
622,Germany,Male,62,7,0.0,2,1,0,47132.58925524047,1
580,Germany,Female,33,9,0.0,1,0,0,53411.837951427755,1
435,France,Male,63,0,189055.56723335202,1,0,1,188498.22398423933,0
823,Spain,Female,24,5,20918.6596405624,1,1,1,65913.26150409441,0
475,Germany,Male,49,8,21401.28534710463,1,1,0,65184.12077420953,1
649,France,Female,42,2,115401.05079735105,1,1,0,185504.6805292132,1
374,Germany,Male,48,5,192414.40125792255,1,1,1,81265.57886445655,1
494,Germany,Male,33,2,51889.99204968987,1,1,0,103848.98368667354,1
362,Germany,Female,58,4,0.0,2,1,1,116477.3953047979,1
561,Germany,Female,31,6,28743.115164095994,2,1,1,174973.6708199054,1
374,Germany,Male,42,9,78826.97378300146,3,1,1,24738.571261552264,1
417,Spain,Male,47,3,18423.17120381519,1,0,0,59562.68468714623,1
743,France,Female,24,3,83927.8595715012,1,0,0,121531.53832907413,0
416,France,Male,29,6,0.0,2,1,0,92576.42734325625,0
582,France,Male,20,4,195250.91707000963,1,0,0,62873.341288201314,1
458,Germany,Female,44,0,165493.7161319705,2,1,1,87832.02927801703,0
495,Germany,Male,63,9,0.0,2,1,0,193586.10070887159,1
460,Spain,Male,36,1,53347.421668717456,1,1,1,13996.187362341427,0
577,Germany,Female,60,5,26574.59341208057,1,0,1,37925.15551476728,1
460,Germany,Male,54,8,0.0,2,0,1,13544.481842168825,1
819,Spain,Female,62,6,0.0,2,0,0,122745.36519589655,1
383,France,Female,59,3,108135.73654974994,2,1,0,12458.006295233821,1
460,Spain,Male,24,1,30711.517378134868,1,0,1,96263.03543615087,0
613,France,Male,66,3,0.0,3,1,1,173247.28025513006,1
773,Germany,Female,33,4,38567.59071391799,1,0,0,28468.948038583145,1
718,Germany,Female,49,1,90201.77280524926,1,0,0,79383.07054368731,1
585,Germany,Male,25,0,21810.900202515048,3,1,0,81819.60501614604,1
432,France,Female,66,3,172809.5938876281,2,1,1,78828.31013919262,0
391,France,Male,30,5,12504.216398124387,1,1,0,148217.7885528664,0
774,Germany,Female,28,0,188471.39649461265,1,0,0,10837.823802737747,1
450,Spain,Female,37,0,0.0,2,0,0,158193.36410992127,0
355,France,Female,35,8,0.0,1,0,0,169417.8538194206,0
529,Spain,Male,54,4,196684.61063428767,1,1,0,91978.0771988742,1
631,France,Female,23,1,0.0,3,1,0,178559.82919357208,1
669,Germany,Female,37,1,131903.45014994586,2,1,1,82397.41254134056,1
575,Spain,Female,49,3,171367.39718962603,2,0,0,141997.32857141795,1
792,Germany,Female,63,1,0.0,2,0,0,83876.72724671022,1
789,Spain,Male,61,3,121107.24594664018,2,0,1,17190.249993947247,0
664,Germany,Female,46,5,84845.16265198764,2,1,0,25851.010869032303,1
714,Germany,Male,21,6,92807.15153594773,2,1,0,93989.38899061804,1
803,France,Female,24,5,0.0,2,1,1,198118.2577121886,0
578,France,Female,60,3,0.0,2,0,0,43735.80314229008,1
726,France,Male,37,9,27719.78852080159,2,0,0,180160.57182382466,0
638,Germany,Male,51,2,188071.0730304415,2,0,1,184684.8955642502,1
786,France,Female,53,3,45190.12240695014,2,0,1,87833.27551534836,0
499,France,Female,24,4,179600.99512969214,1,1,1,97746.84261485864,0
626,France,Female,50,3,194474.9370062184,1,1,0,105535.88404269548,1
547,France,Male,32,2,176789.11800053215,1,0,0,156377.30117507104,1
419,France,Female,69,0,138655.4177836949,1,1,1,33507.62978149291,0
461,Spain,Male,49,2,0.0,1,0,1,72441.08093477003,0
353,Spain,Female,39,4,142974.7763153035,1,1,0,42433.44425377848,1
699,Germany,Male,57,5,0.0,4,0,0,176898.6887164384,1
680,Spain,Male,46,3,62139.746561585554,1,1,0,23398.43433316375,1
795,France,Male,42,0,0.0,1,1,0,152063.78891816884,1
667,Spain,Female,22,9,148921.89364436612,2,1,0,93550.82147366255,0
699,France,Female,31,6,128946.92518090454,1,0,0,145774.78786989595,0
444,France,Male,67,8,121127.96645413789,1,1,1,179080.09897602742,0
501,Germany,Male,52,5,133995.67920563556,1,0,1,74535.8397681285,1
660,France,Male,19,5,157209.3847318689,1,1,0,53130.265404354745,1
486,Germany,Female,42,8,0.0,3,1,0,133541.5329295368,1
596,France,Female,33,3,30025.31710055635,2,0,0,199529.90812252357,1
736,Spain,Female,63,4,78976.65944427573,2,1,1,148606.59921649256,1
592,France,Male,33,4,60153.75598897628,2,0,1,161168.25751245682,0
380,France,Female,28,4,112265.34582258758,1,1,0,129672.87358995812,1
389,Germany,Female,66,7,0.0,2,1,1,79954.85670478539,1
578,France,Female,52,0,0.0,2,1,0,134382.4143188676,1
385,France,Male,40,9,0.0,2,0,1,34424.543936140726,0
757,France,Female,22,9,61566.3849230174,1,0,1,102875.42758576987,0
572,Germany,Female,52,2,158720.88599199904,1,0,1,118881.06385834832,1
355,Germany,Female,46,7,0.0,1,1,1,182282.49753312668,1
671,France,Female,64,8,0.0,1,0,0,184746.67290487644,1
817,Spain,Female,22,1,0.0,2,1,0,21423.656839255425,1
569,Spain,Male,20,3,0.0,1,0,0,130057.41442056134,0
424,Germany,Male,23,7,145404.92260626805,1,0,0,161314.24156125763,1
353,Germany,Male,40,4,160530.70577928392,2,1,0,111925.20413496139,1
684,France,Male,63,0,0.0,1,0,0,28177.329735883974,1
483,Germany,Female,19,5,0.0,1,0,1,54218.56955809941,0
467,France,Female,35,8,68720.77604573593,3,1,0,69592.35450321462,0
718,France,Male,47,8,0.0,2,1,1,135931.88796882407,0
443,Spain,Male,55,0,46566.718866255345,2,1,1,22459.91334061805,1
835,Germany,Male,22,3,121231.81690751505,2,1,1,114427.8222253655,0
784,France,Female,63,0,160961.06604522298,1,0,1,30697.549886969668,1
411,France,Female,66,6,0.0,1,0,1,85072.75969917995,1
790,Germany,Female,28,2,0.0,1,1,1,90855.6938591219,0
543,France,Male,18,1,80850.81003760839,1,1,1,95849.1921696844,0
684,France,Male,27,7,0.0,2,1,1,145065.1806616171,0
552,France,Male,58,8,158268.25595194663,1,0,1,25427.31935276433,0
741,France,Female,69,6,58130.67396775535,1,1,1,60966.04092839491,1
375,Germany,Female,61,5,66485.26800009696,2,0,0,131814.6569966664,1
784,France,Male,43,9,111344.73063868056,1,1,0,189277.45575767232,0
522,Germany,Male,50,5,0.0,4,0,1,127951.52414565478,1
649,France,Female,44,8,144099.66928134722,1,1,1,177839.56139531822,0
482,Germany,Female,67,4,0.0,2,0,1,193997.12433058408,1
675,Spain,Male,29,4,0.0,2,1,0,177941.82149993378,0
759,Germany,Male,19,1,41531.10700973986,2,0,1,194719.30632037824,0
467,Spain,Female,18,5,0.0,1,1,0,157637.87365646032,1
673,Spain,Male,18,5,0.0,1,1,1,178559.71218965587,0
624,France,Male,50,5,0.0,1,0,1,103375.79257395599,1
561,Germany,Female,39,3,148976.3660745728,2,0,1,75633.4220190368,1
574,Spain,Male,29,6,139962.11733048176,2,0,1,199945.01966474878,0
369,France,Female,56,8,124014.44354441577,2,0,1,28574.3817612125,0
462,France,Male,53,0,105428.66934830451,1,0,0,192057.74213222743,1
489,Spain,Female,38,2,194220.2672688957,1,0,0,91866.11700970256,0
396,Germany,Male,37,9,32768.13622450613,1,1,1,14252.829159780395,0
350,France,Male,53,8,0.0,2,1,0,162573.1216853296,1
439,France,Male,43,4,117168.5392593083,2,0,0,94401.1706317724,1
491,Spain,Female,64,5,14273.654492359474,1,0,1,161750.3653428835,0
669,Germany,Male,48,7,0.0,2,1,1,18515.129388437905,1
387,Germany,Male,18,8,0.0,1,0,1,195087.8353408964,1
642,Spain,Female,55,7,99508.76349615716,2,1,1,137497.2114057788,0
731,Germany,Male,31,2,176302.9054602742,1,1,0,19119.27443729934,1
488,Germany,Female,43,9,132511.79705899727,2,1,1,10882.887485605208,0
705,Germany,Female,63,0,155556.2191694761,2,0,1,122860.30009729898,1
682,Germany,Female,59,4,162851.2256865484,1,1,0,195534.86678344963,1
840,Germany,Male,24,6,141005.04549362534,1,0,1,109559.90301512949,0
608,France,Female,29,1,152382.3254050067,1,0,0,77239.93237433764,0
510,France,Male,41,0,142109.00256603706,1,0,1,188395.92775146075,0
739,Spain,Female,36,3,0.0,3,1,0,196951.18635482233,1
527,France,Male,26,2,0.0,1,1,1,159052.11319111715,0
359,France,Female,52,3,46078.10870099225,1,1,1,146403.80325043947,0
610,France,Female,21,0,0.0,2,0,1,10392.103455078304,0
756,Spain,Male,62,1,0.0,1,1,1,69599.70406758273,1
487,France,Female,59,0,111790.00766841292,1,1,1,185783.48653020346,1
521,France,Male,49,2,0.0,1,1,0,79945.80349033674,1
735,France,Female,63,3,142214.34603018322,2,1,1,73570.11832388972,1
362,Germany,Male,23,0,0.0,2,1,0,112064.32468094809,1
517,France,Female,45,5,162368.6445830074,2,0,1,95079.40866533837,0
479,France,Female,45,1,127628.14155863771,1,0,0,173171.59699725275,0
433,France,Male,57,9,117826.24141099918,1,0,1,25522.253042022458,0
670,Spain,Female,68,4,103056.53889705651,2,0,1,135162.37703413155,0
668,France,Male,46,7,48944.57203508404,2,0,1,142466.1355606402,0
450,France,Male,59,3,76121.90985040665,3,1,0,177221.42487492756,1
678,Germany,Female,22,4,87214.8740925471,1,0,0,88999.03684487668,1
622,Spain,Female,22,8,0.0,1,1,1,66051.0152877047,0
614,Germany,Female,54,1,0.0,1,1,0,129046.56384985252,1
808,Spain,Male,58,1,0.0,1,1,0,147735.76327531112,1
748,Spain,Male,45,5,0.0,1,1,1,42486.06256208591,0
757,France,Female,58,5,0.0,1,0,1,40051.08869281292,1
387,Germany,Male,64,2,0.0,2,1,0,60084.59667066925,1
768,France,Female,26,8,82391.16025363473,2,1,0,57104.29094417278,0
443,Germany,Female,46,0,81352.44808602874,1,0,0,152624.28029077043,1
444,France,Female,31,2,0.0,1,1,1,110833.49352909779,0
654,France,Male,55,7,66262.93878740491,3,1,0,114080.2621404381,1
418,Spain,Male,69,7,148754.8297744749,1,1,0,12793.411529972698,1
667,France,Female,57,3,178956.11525847786,2,0,0,198908.9296324128,1
793,Spain,Male,51,7,73853.87222560524,2,1,1,167660.11472510593,0
585,France,Female,54,9,0.0,1,1,1,94296.25421544089,0
783,France,Female,66,7,131325.3266840421,2,0,1,22707.621655582057,0
683,Spain,Male,59,0,78562.34882955889,2,0,1,141914.71657246223,0
722,Germany,Female,31,2,111457.37175746981,1,0,0,111658.76723593342,1
725,Germany,Female,35,0,130491.47004952603,2,1,0,138732.39198215812,1
808,France,Female,50,1,87471.15937157319,2,1,1,138739.72130885586,0
486,Germany,Female,51,3,185691.9458401142,2,0,1,39399.529062170026,1
767,Germany,Female,45,2,85926.78429238971,2,1,0,72473.87182155836,1
425,Germany,Male,53,5,0.0,1,0,0,13374.40963917086,1
832,France,Male,62,4,178278.29200878862,1,1,0,196629.93648680171,1
384,Spain,Female,65,4,35897.327450903846,1,1,1,163228.44364026553,0
350,Germany,Male,54,9,33599.69646926212,1,1,1,186473.62618579666,1
645,Spain,Female,40,6,187782.65944506892,1,0,1,18384.821066311677,0
669,Germany,Female,59,6,0.0,1,1,0,105065.9292539953,1
755,Germany,Female,34,8,0.0,1,1,0,152012.4126355068,1
409,France,Female,28,7,111681.97776371421,1,1,1,29703.902156503336,0
669,France,Male,49,2,0.0,2,1,1,157646.5216865821,1
698,Spain,Male,54,1,0.0,1,1,1,133025.43177902643,0
677,France,Female,32,0,96056.85168442229,2,1,0,197141.50756080868,1
616,France,Male,21,9,0.0,2,0,1,36764.501527522545,0
710,France,Female,56,5,0.0,2,1,1,129562.68477912401,1
578,France,Male,47,3,182039.72072629893,2,0,1,189955.52883403498,0
619,Spain,Female,27,2,0.0,2,0,0,151297.188680107,0
665,Spain,Female,40,1,0.0,2,1,0,73868.11536118395,0
635,France,Female,41,1,0.0,1,0,1,32657.65835534603,0
640,France,Male,53,3,86153.76478484369,1,0,1,193115.63514421624,1
562,Germany,Male,69,0,40671.04037564054,2,1,1,23661.70622650213,1
514,Germany,Female,22,5,0.0,1,0,1,195282.0067772012,0
354,Spain,Male,54,9,0.0,1,1,1,67667.22292922769,0
688,Germany,Male,60,4,155103.2823388484,2,1,1,173459.1108243508,1
728,France,Male,36,9,0.0,1,0,1,115319.23800134697,0
427,Germany,Male,54,8,142778.28010036418,2,0,1,183392.20059066493,1
759,Spain,Male,25,1,75065.21579597781,1,0,0,91057.5970070021,1
411,Germany,Male,24,8,0.0,2,1,1,171462.75328141486,0
481,Germany,Male,57,8,186568.30326225012,3,0,0,55293.164426642055,1
438,France,Male,30,9,0.0,2,1,1,98680.8886373469,0
586,Germany,Male,54,8,0.0,2,1,1,170797.46636855038,1
391,Spain,Male,44,9,0.0,2,1,0,32488.71800058856,0
438,France,Male,35,9,30246.27107190312,2,1,1,148440.51556283532,0
751,France,Male,41,3,0.0,1,0,1,93005.64741692225,0
645,France,Male,58,4,131196.46034865174,2,0,1,107510.84212940774,0
677,France,Female,19,7,0.0,1,1,0,120016.06517833968,1
644,France,Female,33,7,35696.12420332794,1,1,0,62375.416893533344,1
453,France,Male,31,0,0.0,1,1,1,28310.660884258083,0
363,Germany,Male,34,9,0.0,2,0,0,13545.2769794988,1
637,France,Male,23,0,45530.32410082024,1,0,0,91875.19971003043,0
528,France,Female,52,9,16286.080546543444,2,0,0,61085.439105473866,1
474,Spain,Female,34,5,192089.70962568367,1,0,0,130256.71498870825,1
771,Germany,Male,62,6,0.0,1,0,1,146028.196805674,1
702,Germany,Male,55,1,10389.887888921829,3,1,1,105711.50171241477,1
372,France,Male,57,1,71434.70807735795,1,0,1,127602.65026889305,1
412,Germany,Male,23,4,0.0,1,0,1,116541.76394880793,1
492,France,Male,65,8,118981.40879866006,1,0,1,10869.829711714678,0
830,Spain,Female,55,4,179899.68659980522,2,0,1,169923.3655254521,0
502,France,Male,66,7,101410.45776346978,2,0,1,21316.880124106116,0
494,Germany,Female,38,7,156927.22967522443,2,0,0,87964.680382847,1
574,France,Male,52,4,182753.1373110005,1,1,0,31093.515526579904,1
844,Germany,Male,40,7,0.0,2,1,1,135839.6496596802,1
